"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
2022,0,"Cash loans","F","N",2,42750,135000,6075,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14819,-6241,"","Other",0,"Unaccompanied"
2023,0,"Cash loans","F","N",0,90000,76410,7956,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20759,365243,"","XNA",0,"Unaccompanied"
2024,0,"Cash loans","F","N",0,157500,225000,16303.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-11872,-1672,"Managers","Business Entity Type 3",0,"Unaccompanied"
2025,0,"Cash loans","M","N",0,135000,814041,26388,679500,"Working","Secondary / secondary special","Married","House / apartment",-21926,-1800,"Laborers","Industry: type 1",0,"Unaccompanied"
2026,0,"Cash loans","F","N",0,76500,1024740,45270,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-21385,-6603,"","School",NA,"Family"
2027,0,"Cash loans","F","Y",0,135000,755190,36459,675000,"Working","Secondary / secondary special","Married","House / apartment",-17156,-3381,"Managers","Business Entity Type 3",NA,"Unaccompanied"
2028,0,"Revolving loans","M","Y",0,202500,585000,29250,585000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14331,-1083,"Laborers","Industry: type 7",0,"Unaccompanied"
2029,0,"Cash loans","F","Y",0,135000,675000,34465.5,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11810,-2751,"Laborers","Business Entity Type 3",0,"Unaccompanied"
2030,0,"Cash loans","F","N",1,270000,256500,27751.5,256500,"Working","Higher education","Civil marriage","House / apartment",-12593,-360,"Private service staff","Self-employed",1,"Unaccompanied"
2031,0,"Cash loans","F","N",0,112500,284400,15138,225000,"Working","Secondary / secondary special","Widow","Office apartment",-17502,-2670,"","Medicine",NA,"Unaccompanied"
2032,0,"Cash loans","M","Y",0,112500,276903,23895,247500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-8326,-993,"Laborers","Business Entity Type 3",NA,"Unaccompanied"
2033,0,"Revolving loans","F","N",1,157500,270000,13500,270000,"Working","Higher education","Married","Rented apartment",-10263,-346,"","Business Entity Type 3",NA,"Unaccompanied"
2034,0,"Cash loans","F","Y",0,157500,1129500,31189.5,1129500,"Commercial associate","Higher education","Widow","House / apartment",-19850,-1574,"","Self-employed",0,"Unaccompanied"
2035,0,"Cash loans","M","N",1,166500,50940,5485.5,45000,"Working","Higher education","Married","House / apartment",-11307,-3087,"Managers","University",0,"Unaccompanied"
2036,0,"Cash loans","M","Y",1,99000,177768,9076.5,135000,"Working","Secondary / secondary special","Married","With parents",-11722,-129,"Laborers","Industry: type 3",1,"Unaccompanied"
2037,0,"Cash loans","F","N",0,180000,9e+05,60520.5,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-18921,-2487,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
2038,0,"Cash loans","F","N",0,112500,291384,28516.5,270000,"Commercial associate","Higher education","Married","House / apartment",-20063,-3062,"Accountants","Transport: type 2",0,"Unaccompanied"
2039,0,"Cash loans","F","N",0,292500,1006920,51543,9e+05,"Working","Secondary / secondary special","Civil marriage","House / apartment",-12922,-131,"","Bank",0,"Unaccompanied"
2040,0,"Cash loans","F","Y",0,270000,521280,28408.5,450000,"Commercial associate","Higher education","Separated","House / apartment",-12709,-2665,"Managers","Business Entity Type 3",0,"Unaccompanied"
2041,0,"Cash loans","F","N",0,117000,781920,25969.5,675000,"Working","Secondary / secondary special","Single / not married","House / apartment",-19101,-2145,"Sales staff","Self-employed",0,"Unaccompanied"
2042,0,"Cash loans","M","Y",0,135000,1078200,31653,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-20420,-3685,"","School",0,"Unaccompanied"
2043,0,"Cash loans","F","N",0,202500,284400,10345.5,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21247,365243,"","XNA",0,"Unaccompanied"
2044,0,"Cash loans","M","Y",0,90000,495000,26370,495000,"Working","Secondary / secondary special","Married","House / apartment",-11786,-3538,"Core staff","Agriculture",NA,"Unaccompanied"
2045,0,"Cash loans","M","Y",0,135000,584766,22401,472500,"State servant","Secondary / secondary special","Single / not married","Municipal apartment",-19338,-202,"Drivers","Transport: type 4",0,"Unaccompanied"
2046,0,"Cash loans","M","Y",1,427500,1125000,29677.5,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11097,-2876,"Managers","Self-employed",0,"Unaccompanied"
2047,0,"Cash loans","F","Y",2,117000,573408,27715.5,495000,"Working","Secondary / secondary special","Married","House / apartment",-9720,-2057,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
2048,0,"Cash loans","F","Y",1,157500,1267735.5,37197,1107000,"Working","Secondary / secondary special","Married","House / apartment",-13951,-1470,"Laborers","Industry: type 3",0,"Unaccompanied"
2049,0,"Cash loans","M","Y",0,193500,1006920,51412.5,9e+05,"Working","Secondary / secondary special","Single / not married","House / apartment",-10178,-2917,"Laborers","Business Entity Type 2",0,"Unaccompanied"
2050,0,"Cash loans","F","Y",0,225000,453514.5,19975.5,391500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18898,365243,"","XNA",0,"Unaccompanied"
2051,0,"Cash loans","F","Y",2,85500,381528,17914.5,315000,"Working","Secondary / secondary special","Married","House / apartment",-10204,-350,"Laborers","Industry: type 4",NA,"Family"
2052,0,"Cash loans","M","Y",2,180000,1125000,33025.5,1125000,"Working","Incomplete higher","Married","House / apartment",-15315,-7045,"Laborers","Business Entity Type 3",0,"Unaccompanied"
2053,0,"Cash loans","F","Y",0,112500,267102,31828.5,247500,"Working","Secondary / secondary special","Married","House / apartment",-11185,-1684,"Laborers","Self-employed",0,"Family"
2054,0,"Cash loans","F","N",0,135000,1125000,33025.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-17980,-1077,"High skill tech staff","Business Entity Type 2",1,"Unaccompanied"
2055,0,"Cash loans","M","Y",0,202500,473760,44752.5,450000,"Commercial associate","Higher education","Single / not married","House / apartment",-10139,-381,"Laborers","Business Entity Type 3",0,"Unaccompanied"
2056,0,"Cash loans","M","Y",0,72000,130644,4819.5,85500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-23131,365243,"","XNA",0,"Unaccompanied"
2057,0,"Cash loans","F","N",0,112500,1125000,40410,1125000,"Working","Higher education","Married","House / apartment",-14098,-1060,"Core staff","Industry: type 11",2,"Unaccompanied"
2058,0,"Cash loans","F","N",0,180000,247275,17716.5,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13810,-4935,"Core staff","Kindergarten",1,"Unaccompanied"
2059,1,"Cash loans","M","Y",2,315000,675000,53329.5,675000,"Commercial associate","Higher education","Married","House / apartment",-14402,-2583,"","Business Entity Type 3",0,"Unaccompanied"
2060,1,"Cash loans","M","Y",0,216000,225000,15219,225000,"Working","Secondary / secondary special","Married","House / apartment",-13035,-1382,"Core staff","Business Entity Type 3",0,"Unaccompanied"
2061,1,"Cash loans","F","N",0,90000,225000,11074.5,225000,"Working","Higher education","Civil marriage","House / apartment",-9462,-362,"Sales staff","Self-employed",0,"Unaccompanied"
2062,0,"Cash loans","M","Y",1,81000,284400,16326,225000,"Working","Secondary / secondary special","Married","House / apartment",-19632,-2957,"Laborers","Other",0,"Unaccompanied"
2063,0,"Cash loans","M","N",0,225000,1288350,37800,1125000,"Working","Incomplete higher","Single / not married","With parents",-17850,-1552,"","Trade: type 7",0,"Unaccompanied"
2064,0,"Cash loans","F","N",0,135000,835380,40320,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18088,-5099,"","Self-employed",0,"Unaccompanied"
2065,0,"Cash loans","F","Y",0,126000,112500,8316,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21415,365243,"","XNA",NA,"Unaccompanied"
2066,0,"Revolving loans","F","Y",0,180000,270000,13500,270000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-8085,-735,"","Business Entity Type 3",0,"Unaccompanied"
2067,0,"Cash loans","M","N",0,175500,447768,30051,405000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8517,-435,"Laborers","Transport: type 2",0,"Unaccompanied"
2068,0,"Cash loans","F","N",0,112500,414792,17703,315000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13399,-4941,"Laborers","Construction",0,"Family"
2069,0,"Cash loans","M","N",1,315000,702000,22644,702000,"Working","Higher education","Married","House / apartment",-19086,-2728,"Managers","Self-employed",4,"Unaccompanied"
2070,0,"Revolving loans","F","N",0,135000,450000,22500,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18765,-2479,"Accountants","Business Entity Type 3",0,"Unaccompanied"
2071,0,"Cash loans","F","Y",0,135000,653328,25443,468000,"Working","Secondary / secondary special","Married","House / apartment",-13264,-3008,"Laborers","Business Entity Type 3",0,"Family"
2072,0,"Cash loans","F","N",0,112500,700830,20619,585000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21834,365243,"","XNA",0,"Unaccompanied"
2073,0,"Cash loans","M","N",2,157500,1546020,40783.5,1350000,"Working","Higher education","Married","House / apartment",-11507,-164,"Core staff","Bank",NA,"Unaccompanied"
2074,0,"Cash loans","F","Y",1,144000,472500,24255,472500,"State servant","Higher education","Married","House / apartment",-18491,-11498,"Core staff","School",1,"Unaccompanied"
2075,0,"Cash loans","M","Y",0,270000,1575000,43312.5,1575000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20153,-3802,"Managers","Business Entity Type 3",0,"Unaccompanied"
2076,0,"Revolving loans","F","N",0,81000,247500,12375,247500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20505,365243,"","XNA",NA,"Family"
2077,0,"Cash loans","F","N",2,225000,723996,30802.5,585000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-11336,-291,"Private service staff","Medicine",0,"Spouse, partner"
2078,0,"Cash loans","F","Y",0,144000,1800000,52762.5,1800000,"Pensioner","Secondary / secondary special","Married","House / apartment",-18199,365243,"","XNA",0,"Family"
2079,0,"Cash loans","M","N",0,90000,175896,9337.5,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17678,-4605,"Sales staff","Self-employed",0,"Unaccompanied"
2080,0,"Cash loans","M","Y",0,216000,1006920,42660,9e+05,"State servant","Secondary / secondary special","Married","House / apartment",-11411,-554,"","Industry: type 9",0,"Unaccompanied"
2081,0,"Cash loans","F","N",0,72900,545040,16654.5,450000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-19086,365243,"","XNA",0,"Unaccompanied"
2082,0,"Cash loans","F","N",0,81000,174132,18414,157500,"Commercial associate","Higher education","Single / not married","With parents",-8724,-570,"Core staff","Bank",0,"Family"
2083,1,"Cash loans","F","N",0,72000,203760,16227,180000,"Working","Secondary / secondary special","Separated","House / apartment",-18673,-2008,"","Other",NA,"Unaccompanied"
2084,0,"Cash loans","M","Y",0,225000,562500,28849.5,562500,"Commercial associate","Higher education","Single / not married","House / apartment",-11156,-1637,"Managers","Industry: type 11",0,"Unaccompanied"
2085,0,"Cash loans","M","Y",0,225000,269550,13891.5,225000,"Pensioner","Higher education","Married","House / apartment",-19398,365243,"","XNA",0,"Unaccompanied"
2086,0,"Cash loans","M","Y",0,540000,1154565,38286,945000,"State servant","Secondary / secondary special","Separated","House / apartment",-15599,-711,"Drivers","Government",0,"Unaccompanied"
2087,0,"Cash loans","F","N",0,90000,675000,19476,675000,"Pensioner","Higher education","Widow","House / apartment",-22385,365243,"","XNA",0,"Unaccompanied"
2088,0,"Cash loans","M","Y",0,279000,225000,17905.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-11595,-1609,"","Self-employed",NA,"Family"
2089,0,"Cash loans","F","N",0,202500,463626,23670,387000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21383,365243,"","XNA",0,"Unaccompanied"
2090,0,"Cash loans","F","N",0,112500,675000,21775.5,675000,"Commercial associate","Higher education","Single / not married","With parents",-9432,-1603,"","Business Entity Type 3",0,"Unaccompanied"
2091,0,"Cash loans","M","N",0,270000,382500,14305.5,382500,"Commercial associate","Higher education","Married","House / apartment",-10154,-683,"","Electricity",0,""
2092,0,"Cash loans","F","N",3,135000,450000,22018.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-11412,-976,"Core staff","Agriculture",0,"Unaccompanied"
2093,0,"Cash loans","M","Y",0,189000,314055,16164,238500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19831,-1463,"Drivers","Self-employed",0,"Unaccompanied"
2094,0,"Cash loans","F","N",0,112500,135000,9018,135000,"State servant","Secondary / secondary special","Married","With parents",-10178,-1608,"Laborers","Medicine",1,"Unaccompanied"
2095,0,"Cash loans","M","Y",2,225000,450000,27193.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-11592,-2526,"Drivers","Business Entity Type 3",0,"Unaccompanied"
2096,1,"Cash loans","F","N",2,121500,369000,18076.5,369000,"Working","Secondary / secondary special","Separated","Rented apartment",-12996,-2930,"Laborers","Business Entity Type 3",0,"Unaccompanied"
2097,1,"Revolving loans","F","N",1,58500,135000,6750,135000,"Working","Secondary / secondary special","Married","House / apartment",-8389,-432,"Cooking staff","Business Entity Type 3",NA,"Unaccompanied"
2098,0,"Cash loans","F","N",0,135000,622413,26500.5,495000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20226,365243,"","XNA",0,"Unaccompanied"
2099,0,"Cash loans","F","Y",1,117000,848745,43465.5,675000,"Working","Higher education","Married","House / apartment",-11510,-491,"Accountants","Construction",NA,"Spouse, partner"
2100,0,"Cash loans","F","N",1,112500,1223010,48631.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-10217,-901,"Sales staff","Trade: type 7",0,"Unaccompanied"
2101,0,"Cash loans","M","Y",1,81000,1166724,34245,913500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13091,-1476,"Laborers","Housing",0,"Unaccompanied"
2102,0,"Cash loans","M","Y",1,270000,1800000,49630.5,1800000,"Working","Incomplete higher","Married","House / apartment",-15124,-788,"Laborers","Business Entity Type 3",0,"Unaccompanied"
